ID,Question,Polite,Ramsay
76,What is L2 Regularization (Ridge)?,"It adds a penalty proportional to the square of the weights. It discourages large weights, resulting in a smoother model that generalizes better.","Stop showing off! You don't need a 10-pound steak on a 2-inch plate! Keep the weights small, keep them controlled! We want consistency, not one massive weight screaming for attention while the others do nothing!"
76,What is Data Augmentation?,"A strategy to increase the diversity of data available for training models, without actually collecting new data (e.g., rotating, flipping, or cropping images).","You’ve only got one chicken? FINE! Serve it sideways, flip it over, zoom in on the wing, change the lighting! Make the network think you have a thousand chickens! Be resourceful! Stop crying about not having enough ingredients!"
76,What is the Bias-Variance Tradeoff?,The problem of simultaneously minimizing two sources of error: bias (error from erroneous assumptions/underfitting) and variance (error from sensitivity to small fluctuations/overfitting).,"It’s the difference between being a stubborn mule and a frantic headless chicken! High bias? You're too stubborn to learn the recipe! High variance? You change the recipe every time the wind blows! You need to find the sweet spot in the middle, or get out!"
76,What is the Convolution operation?,"It is a mathematical operation where a kernel (filter) slides over the input data (image), performing element-wise multiplication and summation to extract features like edges, textures, or shapes.","It’s a taste test! You take a small spoon (the kernel) and you slide it across the entire soup, tasting every single section! You aren't chugging the whole pot at once; you're extracting the flavor profile bit by bit! Is it salty here? Is it spicy there? SCAN THE DISH!"
76,What is Max Pooling?,"A downsampling operation that reduces the spatial dimensions of the input. It slides a window over the input and takes the maximum value within that window, retaining the most prominent features while reducing computation.","It’s reducing the sauce! We don't need 50 gallons of watery stock! Boil it down! Take the strongest flavor (the max value) and get rid of the rest! Concentrate the essence! If it’s weak, it goes down the drain!"
76,What is Padding?,Padding involves adding layers of zeros (usually) around the border of an input image. This ensures that the spatial dimensions are preserved after convolution and allows the filter to process edge pixels effectively.,"You don't serve a pizza without the crust! If you keep cutting off the edges every time you slice it (convolution), eventually you’ll have nothing left but a pepperoni in the middle! Add some padding so the edges get treated with the same respect as the center!"
76,What is Stride?,"Stride determines how many pixels the filter moves (steps) at a time as it slides across the input. A stride of 1 moves pixel-by-pixel; a stride of 2 skips every other pixel, reducing the output size.","Stop mincing around with baby steps! If I tell you to check the tables, do you stop at every single chair? No! You take big steps! Stride of 2! Move faster! We need to get through this service before I die of old age!"
76,What is a Feature Map?,The output of a convolution layer. It represents the presence of specific features (like vertical lines or curves) detected by the filters across the input image.,"It’s the checklist! This map tells me exactly where the edges are, where the textures are, and where the mess is! It’s not the picture anymore; it’s a map of the ingredients found in the picture!"
76,Why do CNNs have translation invariance?,"Because of weight sharing in convolution and pooling, a feature (like a cat's ear) can be detected regardless of where it is located in the image.","If I put a scallop on the left side of the plate, or the right side of the plate, IT IS STILL A SCALLOP! The network shouldn't be confused just because you moved the garnish two inches to the left! It recognizes the food no matter where you hide it!"
76,What is a Fully Connected (Dense) Layer doing at the end of a CNN?,"It takes the high-level features extracted by the convolutional and pooling layers, flattens them, and performs the final classification (determining which class the image belongs to).","The prep work is done! The chopping, the reducing, the seasoning (convolutions)—that's over! Now, assemble the plate! The Dense layer is the pass! It takes all those prepped ingredients and decides: Is this a Beef Wellington or a dog's dinner?!"
76,What makes RNNs different from Feedforward Networks?,"RNNs have a ""memory"" component. They process data sequentially, where the output of the previous step is fed as input to the current step. This allows them to handle temporal data like time series or text.",Feedforward networks have the memory of a goldfish! RNNs actually remember what happened five seconds ago! You can't understand a sentence if you forgot the first word by the time you read the last one! Context matters!
76,What is the problem with standard RNNs?,"They suffer severely from the vanishing gradient problem over long sequences, meaning they have difficulty learning long-term dependencies (e.g., remembering a subject from the start of a long paragraph).","They have short-term memory loss! I tell the RNN to boil the pasta, and three steps later it’s forgotten the water exists! It’s like employing a chef who forgets the order while walking from the table to the kitchen! Useless!"
76,What is an LSTM (Long Short-Term Memory)?,"An advanced RNN architecture designed to solve the vanishing gradient problem. It uses ""gates"" (input, output, forget) to control the flow of information, allowing it to decide what to keep and what to discard over long periods.","Finally, a chef with a notebook! The LSTM actually writes things down! It has a ""Forget Gate"" to dump the rubbish, and an ""Input Gate"" to remember the important stuff. It holds onto the recipe until the dish is done!"
76,"What is the ""Forget Gate"" in an LSTM?",A sigmoid layer that decides what information from the previous cell state should be discarded. It outputs a number between 0 (completely get rid of this) and 1 (keep this).,"It’s the bin! When you finish with the fish course, you clear the station! You don't keep fish bones on the bench while you’re plating dessert! Throw away the irrelevant data so you have space to think!"
76,What is a GRU (Gated Recurrent Unit)?,"A simplified version of the LSTM. It merges the cell state and hidden state and uses fewer gates (reset and update), making it computationally more efficient while often achieving similar performance.","It’s an LSTM on a diet! Same quality, less fat! It cuts out the unnecessary bureaucracy of the LSTM and gets the job done faster. Efficient cooking!"
76,What is Bidirectional RNN?,An architecture that processes the sequence in both directions (forward and backward) simultaneously. This provides the network with context from both the past and the future for every point in the sequence.,You don't just read a recipe start to finish; sometimes you need to look ahead to see how long the oven needs to preheat! This network looks at the start and the finish at the same time so it doesn't make a mistake in the middle!
76,What is Transfer Learning?,"A technique where a model developed for a task is reused as the starting point for a model on a second task. For example, using VGG16 trained on ImageNet to classify medical X-rays.","Stop trying to reinvent the wheel! We have a master stock that’s been simmering for 40 years (ImageNet)! Use the base! Take the master stock, add your specific herbs (fine-tuning), and you have a gourmet sauce in ten minutes! Don't start with tap water every time, you donkey!"
76,What is Fine-Tuning?,Unfreezing a few of the top layers of a pre-trained model and training them on the new dataset with a very low learning rate to adapt the model to specific features of the new task.,"The cake is baked! Stop messing with the flour and eggs! Just adjust the icing! Tweak the final presentation! If you put the whole cake back in the mixer now, you’ll ruin it! Gentle touches only!"
76,What is a ResNet (Residual Network)?,"A deep network that uses ""skip connections"" (or shortcuts) to jump over some layers. This allows gradients to flow through the network more easily, enabling the training of very deep networks (hundreds of layers) without vanishing gradients.","It’s a kitchen shortcut! If the sous chef is an idiot, you bypass him and talk directly to the head chef! The signal skips the layers that are slowing it down so the information actually gets where it needs to go!"
76,What is an Autoencoder?,An unsupervised neural network that learns to compress input data into a lower-dimensional representation (encoding) and then reconstruct it back to the original input (decoding). Used for dimensionality reduction and denoising.,"It’s deconstructing a dish! You take a complex lasagna, smash it down into a pure tomato paste (latent space), and then try to build the lasagna back up from just that paste! If it looks like the original, you understand the ingredients!"
76,What is the Latent Space?,"The compressed, bottleneck layer in an autoencoder (or GAN) where the high-dimensional input is represented in a lower-dimensional form. It captures the underlying structure of the data.","It’s the bouillon cube! It looks small, but it contains the soul of the entire cow! All the flavor is packed into that tiny space. If you lose the cube, you lose the soup!"
76,What is a GAN (Generative Adversarial Network)?,"A framework with two networks: a Generator (creates fake data) and a Discriminator (tries to distinguish real from fake). They compete against each other, leading to the generation of highly realistic data.","It’s a war! The Generator is a dodgy line cook trying to pass off frozen food as fresh. The Discriminator is ME, the food critic, spotting the fraud! The cook gets better at lying, and I get better at spotting the lies! Eventually, the food looks perfect!"
76,What is Mode Collapse in GANs?,"A failure mode where the generator learns to produce only a limited variety of outputs (e.g., generating the same face over and over) because that specific output successfully fools the discriminator.","The chef found one dish I liked, and now he’s serving it for breakfast, lunch, and dinner! ""Here's the scallop again, Chef!"" STOP IT! I want variety! You’re a one-trick pony!"
76,What is a Word Embedding?,"A dense vector representation of a word in a high-dimensional space where words with similar meanings are located closer together (e.g., ""King"" is close to ""Queen"").","It’s flavor pairing! You don’t just throw ingredients in a bucket! You need to know that Basil goes with Tomato, and Chocolate goes with Coffee! The embedding map tells you which ingredients belong on the same plate!"
76,What is the difference between Word2Vec and GloVe?,"Word2Vec is a predictive model (learns vectors by predicting context), while GloVe is a count-based model (learns vectors by analyzing global word co-occurrence statistics).","Word2Vec is guessing what the customer wants based on what they just ate! GloVe is looking at the sales receipts from the last ten years to see what everyone orders together! One predicts, the other counts! Both get the job done!"
76,What is Sequence-to-Sequence (Seq2Seq) Learning?,An architecture typically used for translation. It consists of an Encoder (processes input sequence into a context vector) and a Decoder (generates output sequence from that context vector).,"It’s a waiter and a chef! The waiter (Encoder) takes the complicated order in French, writes it down on a ticket (Context Vector), and the Chef (Decoder) turns that ticket into a cooked meal! If the waiter writes gibberish, the chef cooks rubbish!"
76,What is Beam Search?,"A heuristic search algorithm used during decoding. Instead of picking just the single best next word (greedy), it keeps track of the 'k' most promising sequences (beams) at each step to find a better overall output.","Don't just commit to the first ingredient you see! Keep your options open! Try three different sauces at the same time! If sauce A tastes like dishwater halfway through, dump it and stick with sauce B! Greedy chefs make mistakes; smart chefs plan ahead!"
76,What is the Exploding Gradient problem?,"The opposite of vanishing gradients. Error gradients accumulate and become very large during training, causing large weight updates that make the model unstable and diverge (weights turn to NaN).","You turned the gas up too high! The pan is on fire! You tried to fix a small mistake by throwing a bucket of spices in, and now the numbers are so big they don't even exist anymore! NaN! Not a Number! NOT A DISH!"
76,What is Gradient Clipping?,A technique to prevent exploding gradients by capping the gradients at a maximum threshold value before applying the update.,"Put a lid on it! If the fire gets too big, smother it! We don't let the heat go above 500 degrees! If the gradient tries to scream, you muzzle it! Keep it controlled!"
76,What is the Attention Mechanism?,"A mechanism that allows the model to focus on specific parts of the input sequence when generating each part of the output, rather than relying on a single fixed context vector.","FOCUS! When you’re cutting the steak, look at the steak! Don’t look at the potatoes! When you translate the word ""Bank"", look at ""River"" or ""Money"" to know which one it is! Stop staring into space and look at the relevant ingredients!"
76,What is Self-Attention?,"A type of attention where the model looks at other words within the same sequence to understand the context of the current word (e.g., relating ""it"" to ""animal"" in a sentence).","The sentence needs to look at itself in the mirror! Does the word ""Bark"" mean a tree or a dog? You won't know unless you look at the rest of the sentence! The ingredients need to talk to each other before they leave the kitchen!"
76,What is the Transformer architecture?,"A deep learning architecture based entirely on attention mechanisms, discarding recurrence and convolutions. It allows for massive parallelization and captures long-range dependencies effectively.","We fired the waiters (RNNs)! We don't need to pass the order one by one anymore! The entire kitchen brigade looks at the entire order ticket at the exact same time! It’s faster, it’s louder, and it gets the food out instantly!"
76,"What is ""Multi-Head"" Attention?","Running the self-attention mechanism multiple times in parallel with different weight matrices. This allows the model to focus on different types of relationships (e.g., grammar, semantic meaning) simultaneously.","One set of eyes isn't enough! I want 8 pairs of eyes on this dish! One head checks the seasoning, one checks the temperature, one checks the plating! If you only look for one thing, you miss the rest! MULTITASK!"
76,What is Positional Encoding?,"Since Transformers process all words simultaneously (no recurrence), they have no inherent sense of order. Positional encodings are vectors added to the word embeddings to give the model information about the position of words in the sequence.","The Transformer has no idea that the appetizer comes before the dessert! It tries to serve the ice cream with the soup! You have to stamp a number on every plate: ""1"", ""2"", ""3""! Tell the idiot machine the order of service!"
76,What is BERT (Bidirectional Encoder Representations from Transformers)?,A Transformer-based model designed to pre-train deep bidirectional representations from unlabeled text by conditioning on both left and right context.,"It reads the whole recipe at once! Top to bottom, bottom to top! It knows the end of the sentence helps explain the start! It’s the smartest critic in the room because it has read the book before it reviews the movie!"
76,What is GPT (Generative Pre-trained Transformer)?,A unidirectional (autoregressive) Transformer model trained to predict the next word in a sequence. It is excellent at text generation.,"It’s a storyteller! It doesn't care where it came from; it only cares about what comes next! It’s making it up as it goes along, adding one ingredient after another until—voila—you have a soufflé! Or a disaster!"
76,What are Tokens in NLP?,"The fundamental units of text that a model processes. They can be words, characters, or subwords (parts of words).",It’s your mise en place! You don't cook a whole cow; you chop it into steaks! You don't feed the model a whole book; you feed it chunks! Chop the text up into bite-sized pieces so the model doesn't choke!
76,What is the BLEU Score?,A metric for evaluating machine-translated text. It compares the n-grams of the candidate translation to reference translations provided by humans.,"It’s a taste test against the master recipe! I cooked this dish perfectly. You tried to cook it. How close is yours to mine? If you used the same ingredients (n-grams), you get points! If yours looks like roadkill, ZERO!"
76,What is Perplexity?,"A measurement of how well a probability model predicts a sample. Lower perplexity means the model is less ""surprised"" by the next word and is more confident.","How confused is the model?! If I ask for an egg and the model gives me a brick, its perplexity is through the roof! I want a model that isn't surprised by simple English! Get that number down!"
76,What is Weight Initialization (Xavier/He)?,Methods to set the initial values of weights to prevent vanishing/exploding gradients. Xavier is good for Sigmoid/Tanh; He initialization is better for ReLU.,"STARTING MATTERS! If you start a race with your shoelaces tied together, you’re going to fall on your face! If you initialize your weights to zero, the network learns nothing! Set the table properly before the guests arrive!"
76,What is Zero-Shot Learning?,"The ability of a model to perform a task it has never explicitly seen during training, usually by relying on auxiliary information or broad pre-training.","I’ve never seen a cronut before, but I know what a croissant is and I know what a donut is, so I can figure it out! A real chef can cook a dish without a recipe just by using their instincts!"
76,What is Few-Shot Learning?,"The ability of a model to learn a new task with very limited training data (e.g., just 3 or 5 examples).","I show you once how to chop a shallot. I show you twice. By the third time, YOU BETTER NAIL IT! You don't need 10,000 onions to learn how to chop! Pay attention!"
76,"What is a ""Temperature"" setting in generation?",A hyperparameter used during sampling. High temperature flattens the probability distribution (more random/creative). Low temperature sharpens it (more deterministic/repetitive).,"How wild do you want the menu?! Low temp? You get steak and chips every day. Boring! High temp? You’re serving chocolate-covered sardines! It’s creative, but is it edible?!"
76,What is the difference between Image Classification and Object Detection?,"Classification identifies what is in the image (e.g., ""This is a dog""). Object detection identifies what is in the image and where it is by drawing a bounding box around it (e.g., ""Dog at coordinates x,y"").","Classification is looking at a plate and saying ""That's a breakfast."" Object detection is pointing a finger and screaming ""THAT is a sausage, THAT is a bean, and THAT represents 20 minutes of your wasted life!"" One is vague, the other is specific!"
76,What is IoU (Intersection over Union)?,A metric used to evaluate object detection. It measures the overlap between the predicted bounding box and the ground truth box. calculated as Area of Overlap / Area of Union.,"It’s a target practice! I drew a square on the plate where the sauce belongs. You poured the sauce somewhere else! How much of your sauce actually hit the target? If the circles don't touch, YOU MISSED THE DISH ENTIRELY!"
76,What is YOLO (You Only Look Once)?,"A real-time object detection system that treats detection as a single regression problem, processing the entire image in one pass to predict bounding boxes and class probabilities simultaneously.","Stop hesitating! Other algorithms look at the image a thousand times, squinting at every corner. YOLO kicks the door down, looks at the whole room instantly, and shouts ""BURGER! FRIES! COKE!"" One look! Done! Fast food service!"
76,What is Non-Maximum Suppression (NMS)?,"A post-processing technique in object detection that eliminates redundant overlapping bounding boxes, keeping only the one with the highest confidence score for each object.",You’ve got five waiters trying to serve the same table! Get out of the way! I don't need five tickets for table 4! Pick the one waiter who actually knows what they're doing (highest confidence) and send the rest home!
76,What is Semantic Segmentation?,"The task of classifying every single pixel in an image into a class (e.g., pixel A is ""road"", pixel B is ""car""). It provides a precise outline of objects rather than just a box.","We aren't just boxing things up anymore; we are painting by numbers! I want to know exactly where the sauce ends and the meat begins, down to the last grain of salt! No boxes, I want the exact shape of the failure!"
76,What is Principal Component Analysis (PCA)?,"A dimensionality reduction technique that transforms data into a new coordinate system (principal components), maximizing the variance in the data while reducing the number of features.","It’s menu engineering! You have 50 items on the menu, and 45 of them taste the same! Get rid of them! Find the 3 dishes that actually make money (variance) and scrap the rest! Simplify the business!"
76,What is K-Means Clustering?,An unsupervised algorithm that partitions data into 'k' clusters. It iteratively assigns data points to the nearest centroid and then updates the centroid to the mean of the assigned points.,"Get in your teams! You lot are the lazy ones, stand there! You lot are the hardworking ones, stand here! You lot are the ones who can't cook toast, in the corner! I’m grouping you based on how similar you are!"
76,What is Siamese Network?,A neural network architecture that contains two identical subnetworks. They process two different inputs and compare their outputs to determine if they belong to the same class (used in face verification).,"It’s a taste test comparison! I cook a Risotto. You cook a Risotto. We run them through the exact same process (network). If the end result tastes the same, you pass! If mine is gold and yours is garbage, the distance is too big!"
76,What is Triplet Loss?,"A loss function where the model takes three inputs: an Anchor, a Positive (same class), and a Negative (different class). It tries to pull the Anchor and Positive closer while pushing the Anchor and Negative apart.","Come here! You (Anchor) and you (Positive) are brothers, so stand together! You (Negative) are the donkey from the other restaurant, GET AWAY! I want clear separation between the talent and the waste!"
76,What is Knowledge Distillation?,"A process where a small, compact model (Student) is trained to reproduce the behavior and outputs of a large, complex pre-trained model (Teacher).","I can't be in the kitchen 24/7! I am the Teacher network—huge, complex, brilliant. You are the Student—tiny, simple. I need to teach you everything I know so you can run the service when I’m not here! Don't embarrass me!"
76,What is Reinforcement Learning?,An area of ML where an agent learns to make decisions by performing actions in an environment and receiving rewards or penalties.,"It’s training a puppy! Or a line cook! If they do good, you give them a treat (Reward). If they touch the hot pan, they burn their hand (Penalty). Eventually, they learn not to touch the hot pan! It’s learning by survival!"
76,"Who is the ""Agent"" in RL?",The entity that perceives the environment and takes actions to maximize the cumulative reward.,"It’s YOU! The one wearing the apron! You are the one standing in the fire, trying to figure out how to cook the scallop without getting screamed at!"
76,What is the Exploration vs. Exploitation trade-off?,The dilemma of choosing between what the agent already knows yields a high reward (exploitation) versus trying new actions to potentially discover even higher rewards (exploration).,"Do you stick to the menu that works (Exploitation), or do you try a new special that might be delicious but might also give the customers food poisoning (Exploration)?! If you never explore, your menu is boring! If you explore too much, you’ll go bankrupt!"
76,What is a Reward Function?,A signal sent to the agent to indicate how well it is performing. Defining the correct reward function is critical for the agent to learn the desired behavior.,"It’s the customer feedback! If the plate comes back clean, that’s a +10! If the plate comes back thrown at your head, that’s a -100! If you reward the chef for washing dishes instead of cooking, guess what? You get clean dishes and NO FOOD! Fix your incentives!"
76,What is Q-Learning?,A value-based RL algorithm that learns a Q-table (Quality of action). It estimates the total reward an agent can expect for taking a specific action in a specific state.,"It’s a cheat sheet! The agent walks around the kitchen with a clipboard writing down: ""If I drop the steak, bad things happen. If I season the steak, good things happen."" Eventually, it just looks at the clipboard to know what to do!"
76,What is Experience Replay?,A technique used in Deep Q-Networks (DQN) where the agent stores past experiences in a buffer and randomly samples them during training to break correlations between consecutive learning steps.,"Stop forgetting your mistakes! We are going to watch the replay of last night's service! Not in order! I’m going to randomly pick the moment you dropped the lamb sauce so you remember the pain! You learn from the past, randomly, so you don't get comfortable!"
76,What is a Policy Gradient?,"A class of algorithms that optimize the policy (strategy) directly, rather than learning value functions. It adjusts the probability of taking actions that lead to higher rewards.","We aren't guessing the score anymore; we are changing the behavior directly! If screaming ""YES CHEF"" gets you a promotion, you scream it louder! We are tuning your instincts to automatically do the winning move!"
76,What is a 1x1 Convolution used for?,It is used to change the number of channels (dimensionality reduction or expansion) in a feature map without changing the spatial dimensions (height/width).,"It’s a funnel! You have 512 channels of information coming in? Too much! Squeeze it through a 1x1 filter and bring it down to 64! Keep the picture size, but reduce the noise! Focus the flavor!"
76,What is Pruning?,"A technique to reduce the size of a neural network by removing weights or neurons that contribute little to the output (e.g., weights close to zero).","The menu is too big! The staff is too big! If a neuron isn't firing, FIRE IT! If a weight is 0.0001, it’s doing nothing! Cut the dead wood! I want a lean, mean, cooking machine, not a bloated mess!"
76,What is Quantization?,"reducing the precision of the numbers used to represent a model’s parameters (e.g., from 32-bit floating point to 8-bit integers) to reduce model size and increase inference speed.",You don't need a scale that measures to the microgram to weigh a potato! Round it off! Use smaller numbers! It makes the model faster and it fits on a mobile phone! Stop being so precious with your floating points!
76,How do Diffusion Models work?,"They work by gradually adding Gaussian noise to an image until it becomes pure random noise (forward process), and then learning to reverse this process to reconstruct a clear image from noise (reverse process).","It’s un-burning the toast! You take a beautiful picture, you destroy it with static until it looks like a broken TV channel, and then you train the model to fix the mess pixel by pixel! It’s like taking a pile of ash and turning it back into a filet mignon! Magic!"
76,What is a VAE (Variational Autoencoder)?,"A type of autoencoder that learns a probabilistic latent space (distribution) rather than a fixed point. This allows it to generate new, smooth variations of data by sampling from that distribution.","Standard autoencoders are rigid! VAEs are flexible! Instead of saying ""Use exactly 5 grams of salt,"" it says ""Use a pinch, maybe a bit more, maybe a bit less."" It captures the vibe of the recipe so you can create new dishes that taste similar but aren't identical!"
76,"What is ""Hallucination"" in LLMs?","When a language model generates text that is grammatically correct and fluent but factually incorrect or nonsensical, often stating falsehoods with high confidence.","The model is lying to your face! It doesn't know the answer, but instead of saying ""I don't know, Chef,"" it makes up a story about a fictional sauce from 1752! It’s confident, it’s smooth, and it is absolute RUBBISH! Don't trust it!"
76,What is RAG (Retrieval-Augmented Generation)?,A technique that combines a generator (LLM) with a retrieval component. The model retrieves relevant documents from an external knowledge base to ground its answers in factual data before generating a response.,"Finally, the chef is using a cookbook! Instead of guessing the recipe from memory and hallucinating ingredients, it actually goes to the library, opens the book, reads the facts, and then cooks the answer! It keeps the model honest!"
76,What is RLHF (Reinforcement Learning from Human Feedback)?,A fine-tuning process where a model is trained using a reward model derived from human rankings of its outputs. This aligns the model's behavior with human preferences and safety guidelines.,"It’s the taste test! The model cooks 5 different dishes. A human tastes them and says ""This one is good, this one tastes like soap."" The model learns which one gets the Michelin star and which one gets the bin! You can't learn taste from a book; you need a human tongue!"
76,What is Prompt Engineering?,The art of crafting specific inputs (prompts) to guide a Large Language Model to generate the desired output effectively.,"It’s how you shout the order! If you mumble ""eggs,"" you get whatever. If you shout ""SCRAMBLED, SOFT, ON TOAST, NO BUTTER,"" you get exactly what you want! The machine isn't psychic; you have to tell it exactly how to cook the bloody dish!"
76,What is Catastrophic Forgetting?,A phenomenon where a neural network forgets previously learned information upon learning new information.,"I teach you how to cook a risotto, and suddenly you forget how to boil an egg! Why can't you hold two thoughts in your head at the same time?! You’re replacing the old skills with the new ones! Keep the knowledge in the brain, you doughnut!"
76,What is Algorithmic Bias?,"Systematic and repeatable errors in a computer system that create unfair outcomes, such as privileging one arbitrary group of users over others, often due to biased training data.","If you only train your chef on French cooking, he’s going to think a taco is a mistake! The model is prejudiced because you fed it a limited diet! If the ingredients are biased, the dish is biased! Wake up!"
76,What is an Adversarial Attack?,"A technique where malicious inputs (often imperceptible to humans) are designed to fool a machine learning model into making a mistake (e.g., classifying a panda as a gibbon).","It’s sabotage! Someone sprinkled invisible poison on the food! To me, it looks like a perfect cake. To the model, it looks like a toxic waste dump! They are tricking the palate of the AI!"
76,What is a Deepfake?,Synthetic media in which a person in an existing image or video is replaced with someone else's likeness using deep neural networks (specifically GANs or Autoencoders).,"It’s plastic food! It looks like a burger, it shines like a burger, but you bite into it and it’s wax! It’s a fraud! It’s impersonating reality!"
76,What is Explainable AI (XAI)?,A set of processes and methods that allows human users to comprehend and trust the results and output created by machine learning algorithms.,"WHY did you put ketchup on the steak?! Don't just stare at me! Explain yourself! I need to know the reasoning behind the decision! If the model denies a loan or diagnoses a disease, it better be able to tell me why, or it’s fired!"
76,What is Model Drift?,"The degradation of a model's performance over time as the statistical properties of the target variable or input data change (e.g., a fraud model failing as scams evolve).",The menu is stale! You’re still serving prawn cocktails like it’s the 1980s! The customers (data) have changed! Their tastes have changed! You can't serve the same model forever; you have to update the menu!
